R_fighter,B_fighter,Winner name,weight_class,height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif
Junyong Park,Tafon Nchukwi,Junyong Park,Middleweight,5.08,10.16,-4,0,-1,1.71,-0.6,-2.61
Christian Aguilera,Carlston Harris,Carlston Harris,Welterweight,7.62,10.16,4,-1,-1,-0.8,5.2,0.0
Dominick Reyes,Jiri Prochazka,Jiri Prochazka,Light Heavyweight,-2.54,7.62,-3,-5,-2,2.42,-0.4,0.62
Giga Chikadze,Cub Swanson,Giga Chikadze,Featherweight,-10.16,-10.16,5,12,9,1.08,0.5,0.7
Sean Strickland,Krzysztof Jotko,Sean Strickland,Middleweight,0.0,2.54,1,0,1,-2.2,-0.3,0.02
Merab Dvalishvili,Cody Stamann,Merab Dvalishvili,Bantamweight,0.0,-10.16,1,0,0,0.01,-0.4,-4.58
Randa Markos,Luana Pinheiro,Luana Pinheiro,Women's Strawweight,-5.08,-2.54,-7,-5,-9,2.65,-0.2,9.41
Kai Kamaka,TJ Brown,TJ Brown,Featherweight,5.08,7.62,4,0,1,-1.76,0.2,1.41
Poliana Botelho,Luana Carolina,Luana Carolina,Women's Flyweight,-5.08,5.08,-5,-1,-1,1.97,1.6,-0.92
Loma Lookboonmee,Sam Hughes,Loma Lookboonmee,Women's Strawweight,10.16,7.62,3,-2,0,-1.82,0.0,-1.5
Andreas Michailidis,KB Bhullar,Andreas Michailidis,Middleweight,10.16,5.08,-3,0,0,-0.49,0.0,-0.75
Luke Sanders,Felipe Colares,Felipe Colares,Featherweight,5.08,5.08,-8,-3,-2,-4.46,0.6,1.29
Kamaru Usman,Jorge Masvidal,Kamaru Usman,Welterweight,-2.54,-5.08,3,4,8,-0.41,0.2,-1.73
Zhang Weili,Rose Namajunas,Rose Namajunas,Women's Strawweight,2.54,5.08,-3,2,3,-2.23,0.3,0.65
Valentina Shevchenko,Jessica Andrade,Valentina Shevchenko,Women's Flyweight,-10.16,-10.16,-4,3,4,3.13,0.0,0.33
Uriah Hall,Chris Weidman,Uriah Hall,Middleweight,5.08,-2.54,0,2,-2,-0.31,0.7,3.25
Anthony Smith,Jimmy Crute,Anthony Smith,Light Heavyweight,-5.08,-5.08,-7,-6,-7,1.26,1.4,4.5
Alex Oliveira,Randy Brown,Randy Brown,Welterweight,10.16,5.08,-3,-5,-3,0.86,0.1,-1.39
Dwight Grant,Stefan Sekulic,Dwight Grant,Welterweight,-2.54,-2.54,-7,-3,-1,-1.53,0.5,1.5
Karl Roberson,Brendan Allen,Brendan Allen,Middleweight,2.54,2.54,-5,-1,-2,0.48,1.4,0.81
Pat Sabatini,Tristan Connelly,Pat Sabatini,Featherweight,5.08,-5.08,5,1,0,1.04,-0.5,-0.5
Danaa Batgerel,Kevin Natividad,Danaa Batgerel,Bantamweight,-2.54,0.0,-3,-1,0,-3.15,0.0,0.0
Kazula Vargas,Rong Zhu,Kazula Vargas,Lightweight,2.54,0.0,-14,0,-2,-1.05,-0.4,2.56
Aori Qileng,Jeff Molina,Jeff Molina,Flyweight,-2.54,0.0,-4,1,0,1.1,0.0,-3.0
Na Liang,Ariane Carnelossi,Ariane Carnelossi,Women's Strawweight,-7.62,-15.24,4,0,1,2.28,-2.3,-6.96
Robert Whittaker,Kelvin Gastelum,Robert Whittaker,Middleweight,-7.62,-5.08,-1,-2,3,-1.16,0.1,0.52
Andrei Arlovski,Chase Sherman,Andrei Arlovski,Heavyweight,2.54,2.54,-11,-18,-13,2.38,-0.2,-0.45
Abdul Razak Alhassan,Jacob Malkoun,Jacob Malkoun,Middleweight,-2.54,0.0,-10,-4,-2,-1.95,2.0,7.31
Tracy Cortez,Justine Kish,Tracy Cortez,Women's Flyweight,0.0,-2.54,6,0,3,0.66,-0.1,-2.13
Luis Pena,Alexander Munoz,Luis Pena,Lightweight,-15.24,-7.62,4,-3,-2,0.3,-1.2,1.83
Alexandr Romanov,Juan Espino,Alexandr Romanov,Heavyweight,2.54,12.7,10,0,0,-1.3,0.6,4.18
Jessica Penne,Loopy Godinez,Jessica Penne,Women's Strawweight,-7.62,-15.24,-11,-4,-4,0.27,-0.6,1.5
Bartosz Fabinski,Gerald Meerschaert,Gerald Meerschaert,Middleweight,2.54,5.08,-1,3,4,1.08,1.8,-4.82
Austin Hubbard,Dakota Bush,Austin Hubbard,Lightweight,0.0,5.08,-3,-2,-3,-0.93,0.0,0.19
Tony Gravely,Anthony Birchak,Tony Gravely,Bantamweight,7.62,0.0,5,0,2,-0.08,-0.1,-5.63
Marvin Vettori,Kevin Holland,Marvin Vettori,Middleweight,7.62,17.78,1,3,1,-0.4,-0.2,-1.3
Arnold Allen,Sodiq Yusuff,Arnold Allen,Featherweight,2.54,2.54,0,-2,0,2.47,0.1,-1.44
Sam Alvey,Julian Marquez,Julian Marquez,Middleweight,0.0,-7.62,-4,-7,-8,1.0,3.1,-0.07
Nina Nunes,Mackenzie Dern,Mackenzie Dern,Women's Strawweight,-2.54,-2.54,-7,1,-2,-1.0,1.7,0.23
Mike Perry,Daniel Rodriguez,Daniel Rodriguez,Welterweight,7.62,7.62,5,-3,-6,3.55,0.0,0.25
Jim Miller,Joe Solecki,Joe Solecki,Lightweight,2.54,-2.54,-10,-18,-14,0.03,-1.0,0.76
Scott Holtzman,Mateusz Gamrot,Mateusz Gamrot,Lightweight,2.54,2.54,-7,-7,-3,-0.06,-0.2,2.84
John Makdessi,Ignacio Bahamondes,John Makdessi,Lightweight,17.78,17.78,-12,-9,-7,2.34,0.0,0.0
Yorgan De Castro,Jarjis Danho,Jarjis Danho,Heavyweight,7.62,0.0,3,-2,-1,0.92,0.0,0.51
Hunter Azure,Jack Shore,Jack Shore,Bantamweight,0.0,5.08,-3,-1,-1,-0.78,-0.5,3.55
Luis Saldana,Jordan Griffin,Luis Saldana,Featherweight,-2.54,0.0,1,1,3,-1.87,1.3,1.45
Da-Un Jung,William Knight,Da-Un Jung,Light Heavyweight,-15.24,-12.7,6,1,0,-0.39,0.0,-0.23
Impa Kasanganay,Sasha Palatnikov,Impa Kasanganay,Welterweight,5.08,-7.62,5,-2,-1,2.5,-0.3,-1.01
Stipe Miocic,Francis Ngannou,Francis Ngannou,Heavyweight,0.0,7.62,-4,-4,-1,-2.28,0.4,-1.66
Tyron Woodley,Vicente Luque,Vicente Luque,Welterweight,5.08,2.54,-9,-5,-3,3.38,0.5,-0.4
Sean O'Malley,Thomas Almeida,Sean O'Malley,Bantamweight,-10.16,-5.08,3,0,3,-1.47,-0.8,-0.62
Gillian Robertson,Miranda Maverick,Miranda Maverick,Women's Flyweight,-5.08,5.08,-2,-5,-3,3.99,-0.9,-0.29
Jamie Mullarkey,Khama Worthy,Jamie Mullarkey,Lightweight,-2.54,0.0,8,2,-1,2.2,0.3,-3.9
Alonzo Menifield,Fabio Cherant,Alonzo Menifield,Light Heavyweight,2.54,-7.62,-7,-4,-1,-2.31,-0.4,-0.39
Jared Gooden,Abubakar Nurmagomedov,Abubakar Nurmagomedov,Welterweight,-2.54,-12.7,4,0,0,-1.18,0.0,1.18
Modestas Bukauskas,Michal Oleksiejczuk,Michal Oleksiejczuk,Light Heavyweight,-7.62,-10.16,-1,1,1,0.68,0.0,0.69
Shane Young,Omar Morales,Omar Morales,Featherweight,7.62,2.54,8,1,-1,-1.56,0.0,-0.12
Marc-Andre Barriault,Abu Azaitar,Marc-Andre Barriault,Middleweight,-10.16,5.08,4,1,-3,-0.15,0.0,0.07
Derek Brunson,Kevin Holland,Derek Brunson,Middleweight,5.08,10.16,-9,-6,-4,0.28,0.1,-2.19
Song Kenan,Max Griffin,Max Griffin,Welterweight,-2.54,12.7,4,0,5,-0.25,0.5,1.7
Cheyanne Buys,Montserrat Conejo,Montserrat Conejo,Women's Strawweight,-7.62,-5.08,3,-1,0,-3.1,2.0,4.0
Adrian Yanez,Gustavo Lopez,Adrian Yanez,Bantamweight,-5.08,-7.62,4,-1,1,-2.45,0.5,1.07
Tai Tuivasa,Harry Hunsucker,Tai Tuivasa,Heavyweight,0.0,0.0,4,-4,-2,-0.05,0.0,0.0
Marion Reneau,Macy Chiasson,Macy Chiasson,Women's Bantamweight,12.7,10.16,-14,-1,-4,0.87,-0.3,0.32
Leonardo Santos,Grant Dawson,Grant Dawson,Lightweight,-5.08,-7.62,-14,-2,0,0.75,1.3,2.37
Trevin Giles,Roman Dolidze,Trevin Giles,Middleweight,5.08,5.08,4,-2,-2,-0.28,1.9,0.38
Montel Jackson,Jesse Strader,Montel Jackson,Bantamweight,-7.62,-12.7,1,-4,-2,3.35,-0.2,-4.15
Bruno Silva,JP Buys,Bruno Silva,Flyweight,2.54,5.08,-7,1,-1,-0.32,2.2,-0.67
Misha Cirkunov,Ryan Spann,Ryan Spann,Light Heavyweight,5.08,5.08,-5,-1,-1,-0.63,-0.6,-2.56
Dan Ige,Gavin Tucker,Dan Ige,Featherweight,-2.54,-12.7,5,-3,-1,0.44,1.0,1.3
Jonathan Martinez,Davey Grant,Davey Grant,Bantamweight,0.0,-2.54,9,-1,1,-0.34,0.2,1.82
Manel Kape,Matheus Nicolau,Matheus Nicolau,Flyweight,2.54,-5.08,1,3,0,0.12,1.4,0.93
Angela Hill,Ashley Yoder,Angela Hill,Women's Strawweight,10.16,12.7,-3,-4,-4,-2.91,0.6,0.88
Charles Jourdain,Marcelo Rojo,Charles Jourdain,Featherweight,-2.54,5.08,7,-1,-2,0.31,-0.7,1.03
Rani Yahya,Ray Rodriguez,Rani Yahya,Bantamweight,2.54,7.62,-3,-15,-5,-0.67,-2.0,-1.47
Nasrat Haqparast,Rafa Garcia,Nasrat Haqparast,Lightweight,-7.62,-5.08,1,-4,-2,-2.34,0.0,-0.18
Cortney Casey,JJ Aldrich,JJ Aldrich,Women's Flyweight,-5.08,0.0,-5,-1,-4,-0.57,-0.6,0.52
Gloria de Paula,Jinh Yu Frey,Jinh Yu Frey,Women's Strawweight,-5.08,-5.08,10,-1,2,-1.54,-0.3,1.06
Matthew Semelsberger,Jason Witt,Matthew Semelsberger,Welterweight,-7.62,-12.7,6,0,1,-4.77,0.8,1.68
Jan Blachowicz,Israel Adesanya,Jan Blachowicz,Light Heavyweight,5.08,5.08,-7,-1,-5,0.36,0.1,-1.18
Amanda Nunes,Megan Anderson,Amanda Nunes,Women's Featherweight,10.16,7.62,-1,-11,0,-2.74,-0.4,-1.98
Petr Yan,Aljamain Sterling,Aljamain Sterling,Bantamweight,0.0,10.16,3,4,3,-1.15,0.8,-0.37
Islam Makhachev,Drew Dober,Islam Makhachev,Lightweight,-5.08,0.0,3,3,4,2.33,-0.9,-2.66
Thiago Santos,Aleksandar Rakic,Aleksandar Rakic,Light Heavyweight,5.08,5.08,-8,-8,-6,-0.04,0.1,0.05
Dominick Cruz,Casey Kenney,Dominick Cruz,Bantamweight,-2.54,0.0,-6,-6,-1,1.16,0.4,-1.89
Song Yadong,Kyler Phillips,Kyler Phillips,Bantamweight,0.0,12.7,2,-2,0,0.97,0.0,2.29
Joseph Benavidez,Askar Askarov,Askar Askarov,Flyweight,5.08,5.08,-8,-19,-7,-0.15,-0.6,1.34
Rogerio Bontorin,Kai Kara-France,Kai Kara-France,Flyweight,-2.54,5.08,-1,1,1,2.2,-1.2,-1.15
Tim Elliott,Jordan Espinosa,Tim Elliott,Flyweight,-2.54,7.62,-3,-1,-6,0.87,-0.9,-3.26
Kennedy Nzechukwu,Carlos Ulberg,Kennedy Nzechukwu,Light Heavyweight,-2.54,-15.24,2,-2,-1,9.69,0.0,0.0
Sean Brady,Jake Matthews,Sean Brady,Welterweight,2.54,2.54,-2,7,4,-1.69,-0.6,-0.76
Livinha Souza,Amanda Lemos,Amanda Lemos,Women's Strawweight,2.54,5.08,4,-1,0,4.15,-0.7,-0.42
Uros Medic,Aalon Cruz,Uros Medic,Lightweight,-2.54,17.78,4,0,1,-12.33,0.0,0.0
Mario Bautista,Trevin Jones,Trevin Jones,Bantamweight,-5.08,2.54,3,-2,-1,-1.87,0.0,0.69
Jairzinho Rozenstruik,Ciryl Gane,Ciryl Gane,Heavyweight,0.0,7.62,-2,-1,-1,1.9,0.5,1.13
Nikita Krylov,Magomed Ankalaev,Magomed Ankalaev,Light Heavyweight,0.0,-5.08,0,-3,-4,-0.92,-1.3,-0.16
Pedro Munhoz,Jimmie Rivera,Pedro Munhoz,Bantamweight,-5.08,7.62,-3,-1,-2,-1.57,-0.7,0.2
Alex Caceres,Kevin Croom,Alex Caceres,Featherweight,2.54,0.0,1,-12,-10,-2.75,0.2,0.4
Alexander Hernandez,Thiago Moises,Thiago Moises,Lightweight,0.0,-5.08,-3,0,0,-0.72,1.2,-0.54
Alexis Davis,Sabina Mazo,Alexis Davis,Women's Bantamweight,2.54,5.08,-13,-5,-5,2.38,-0.6,-0.13
Vince Cachero,Ronnie Lawrence,Ronnie Lawrence,Bantamweight,5.08,0.0,-3,1,-1,0.51,0.0,10.86
Dustin Jacoby,Maxim Grishin,Dustin Jacoby,Light Heavyweight,0.0,5.08,4,-1,-1,-1.08,0.0,0.02
Curtis Blaydes,Derrick Lewis,Derrick Lewis,Heavyweight,-2.54,-2.54,6,7,2,-1.0,0.0,-6.12
Ketlen Vieira,Yana Kunitskaya,Yana Kunitskaya,Women's Bantamweight,-5.08,0.0,2,-1,0,1.56,-0.3,-0.57
Charles Rosa,Darrick Minner,Darrick Minner,Featherweight,-5.08,0.0,-4,-2,-3,0.13,2.6,1.24
Aleksei Oleinik,Chris Daukaus,Chris Daukaus,Heavyweight,2.54,-10.16,-12,-5,-6,8.31,-2.4,-2.38
Phil Hawes,Nassourdine Imavov,Phil Hawes,Middleweight,7.62,-5.08,-7,-3,0,0.73,1.6,-2.2
Andrei Arlovski,Tom Aspinall,Tom Aspinall,Heavyweight,5.08,2.54,-15,-19,-18,3.81,1.6,3.09
Jared Gordon,Danny Chavez,Jared Gordon,Featherweight,-2.54,-2.54,1,-4,-2,-2.61,0.0,-0.31
Eddie Wineland,John Castaneda,John Castaneda,Bantamweight,-2.54,5.08,-7,-9,-10,0.77,-0.1,0.52
Nate Landwehr,Julian Erosa,Julian Erosa,Featherweight,10.16,5.08,-1,3,2,-1.95,0.9,1.32
Shana Dobson,Casey O'Neill,Casey O'Neill,Women's Flyweight,0.0,0.0,-8,-1,-4,2.3,1.7,6.07
Aiemann Zahabi,Drako Rodriguez,Aiemann Zahabi,Bantamweight,0.0,2.54,-9,-1,-1,-0.25,2.8,2.42
Serghei Spivac,Jared Vanderaa,Serghei Spivac,Heavyweight,2.54,5.08,2,-2,-1,-0.83,-0.3,-2.55
Kamaru Usman,Gilbert Burns,Kamaru Usman,Welterweight,-5.08,-12.7,1,0,3,-1.35,0.6,-1.17
Maycee Barber,Alexa Grasso,Alexa Grasso,Women's Flyweight,0.0,2.54,5,0,2,-0.67,0.2,-0.63
Kelvin Gastelum,Ian Heinisch,Kelvin Gastelum,Middleweight,5.08,2.54,3,-6,-4,-0.1,0.4,0.29
Ricky Simon,Brian Kelleher,Ricky Simon,Featherweight,0.0,-7.62,6,0,2,1.36,0.5,-5.87
Maki Pitolo,Julian Marquez,Julian Marquez,Middleweight,10.16,-7.62,0,0,-2,-1.07,2.6,-1.45
Rodolfo Vieira,Anthony Hernandez,Anthony Hernandez,Middleweight,0.0,5.08,-4,-1,2,3.18,-1.5,-0.78
Belal Muhammad,Dhiego Lima,Belal Muhammad,Welterweight,7.62,7.62,0,-4,2,-1.64,0.6,-0.47
Polyana Viana,Mallory Martin,Polyana Viana,Women's Strawweight,-2.54,-10.16,-1,0,-2,0.35,-1.1,2.02
Andre Ewell,Chris Gutierrez,Chris Gutierrez,Catch Weight,2.54,-20.32,-4,-1,-1,-0.27,0.2,0.3
Gabe Green,Philip Rowe,Gabe Green,Welterweight,12.7,17.78,3,1,-1,-0.29,0.0,0.0
Alistair Overeem,Alexander Volkov,Alexander Volkov,Heavyweight,7.62,0.0,-8,-27,-13,1.05,-0.6,-0.75
Cory Sandhagen,Frankie Edgar,Cory Sandhagen,Bantamweight,-12.7,-5.08,11,12,7,-3.18,-0.2,1.21
Alexandre Pantoja,Manel Kape,Alexandre Pantoja,Flyweight,0.0,2.54,-3,-6,-3,-4.2,-1.1,-1.08
Diego Ferreira,Beneil Dariush,Beneil Dariush,Lightweight,2.54,-5.08,-5,5,2,-1.09,0.1,0.71
Michael Johnson,Clay Guida,Clay Guida,Lightweight,-7.62,-7.62,5,6,3,-1.82,0.6,2.86
Mike Rodriguez,Danilo Marques,Danilo Marques,Light Heavyweight,5.08,-12.7,3,-2,-3,-4.12,0.0,4.0
Molly McCann,Lara Procopio,Lara Procopio,Women's Flyweight,0.0,12.7,-5,-3,-1,5.25,-0.7,-2.01
SeungWoo Choi,Youssef Zalal,SeungWoo Choi,Featherweight,-5.08,-5.08,-4,2,-1,-0.65,1.5,1.56
Dustin Poirier,Conor McGregor,Dustin Poirier,Lightweight,0.0,5.08,0,-9,-4,-0.14,-1.3,-0.71
Dan Hooker,Michael Chandler,Michael Chandler,Lightweight,-10.16,-10.16,4,-8,-5,-0.9,1.2,1.83
Jessica Eye,Joanne Calderwood,Joanne Calderwood,Women's Flyweight,0.0,-2.54,1,1,-2,2.52,-0.1,1.5
Andrew Sanchez,Makhmud Muradov,Makhmud Muradov,Middleweight,2.54,2.54,-2,-3,-3,0.4,0.5,-1.65
Marina Rodriguez,Amanda Ribas,Marina Rodriguez,Women's Strawweight,-7.62,2.54,-6,1,-1,-0.33,1.7,1.9
Brad Tavares,Antonio Carlos Junior,Brad Tavares,Middleweight,2.54,12.7,-3,-5,-2,-1.09,0.9,2.67
Julianna Pena,Sara McMann,Julianna Pena,Women's Bantamweight,0.0,-7.62,9,5,3,-0.41,-0.2,1.78
Khalil Rountree Jr.,Marcin Prachnio,Marcin Prachnio,Light Heavyweight,5.08,-5.08,2,-4,-1,0.25,-0.2,0.0
Nik Lentz,Movsar Evloev,Movsar Evloev,Catch Weight,-2.54,10.16,-10,-11,-8,0.98,-1.2,-0.41
Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,Flyweight,-2.54,-5.08,5,-1,1,1.85,-3.2,-1.19
Michael Chiesa,Neil Magny,Michael Chiesa,Welterweight,5.08,12.7,0,7,2,1.89,-0.8,-1.21
Warlley Alves,Mounir Lazzez,Warlley Alves,Welterweight,5.08,10.16,3,-6,-4,3.52,-1.0,2.61
Ike Villanueva,Vinicius Moreira,Ike Villanueva,Light Heavyweight,7.62,7.62,-5,1,1,-0.35,1.7,2.61
Roxanne Modafferi,Viviane Araujo,Viviane Araujo,Women's Flyweight,-7.62,-2.54,-4,-1,-6,1.63,-0.1,0.33
Matt Schnell,Tyson Nam,Matt Schnell,Flyweight,-2.54,-5.08,6,-2,-1,-0.18,-1.6,-0.64
Lerone Murphy,Douglas Silva de Andrade,Lerone Murphy,Featherweight,-5.08,-12.7,6,3,3,1.37,-1.6,-0.13
Omari Akhmedov,Tom Breese,Omari Akhmedov,Middleweight,7.62,0.0,-4,-3,-2,0.85,0.1,-2.56
Ricky Simon,Gaetano Pirrello,Ricky Simon,Bantamweight,2.54,-5.08,0,-5,-2,-3.21,-0.2,-6.61
Su Mudaerji,Zarrukh Adashev,Su Mudaerji,Flyweight,-7.62,-17.78,3,-2,0,-1.5,-1.3,-0.66
Dalcha Lungiambula,Markus Perez,Dalcha Lungiambula,Middleweight,12.7,-7.62,-1,1,3,1.04,1.0,-1.81
Francisco Figueiredo,Jerome Rivera,Francisco Figueiredo,Flyweight,10.16,7.62,-6,1,1,3.79,0.0,0.0
Mike Davis,Mason Jones,Mason Jones,Lightweight,-5.08,-5.08,-3,-1,-2,-5.87,0.0,-0.77
Umar Nurmagomedov,Sergey Morozov,Umar Nurmagomedov,Bantamweight,-5.08,-5.08,7,0,0,0.0,0.0,0.0
Victoria Leonardo,Manon Fiorot,Manon Fiorot,Women's Flyweight,5.08,7.62,0,-1,0,-4.85,0.0,-4.65
Max Holloway,Calvin Kattar,Max Holloway,Featherweight,0.0,7.62,3,-11,-4,-1.46,-0.4,0.25
Carlos Condit,Matt Brown,Carlos Condit,Welterweight,-5.08,0.0,4,2,1,0.12,0.4,1.05
Santiago Ponzinibbio,Li Jingliang,Li Jingliang,Welterweight,0.0,-5.08,-2,0,2,0.24,0.0,0.78
Joaquin Buckley,Alessio Di Chirico,Alessio Di Chirico,Middleweight,5.08,-5.08,5,1,4,-1.64,0.0,1.0
Punahele Soriano,Dusko Todorovic,Punahele Soriano,Middleweight,5.08,5.08,-2,0,0,4.05,0.0,-2.63
Wu Yanan,Joselyne Edwards,Joselyne Edwards,Women's Bantamweight,0.0,10.16,1,-1,-2,-4.79,-0.4,-0.44
Carlos Felipe,Justin Tafa,Carlos Felipe,Heavyweight,0.0,-2.54,1,0,0,-0.21,0.0,0.0
David Zawada,Ramazan Emeev,Ramazan Emeev,Welterweight,-5.08,2.54,3,3,-1,-1.09,-2.7,1.06
Sarah Moras,Vanessa Melo,Vanessa Melo,Women's Bantamweight,-5.08,-5.08,0,-3,-2,1.22,-0.9,-0.77
Jacob Kilburn,Austin Lingo,Austin Lingo,Featherweight,2.54,-5.08,1,0,-1,0.03,0.0,1.0
Stephen Thompson,Geoff Neal,Stephen Thompson,Welterweight,-2.54,0.0,-7,-5,-3,0.7,0.2,0.18
Jose Aldo,Marlon Vera,Jose Aldo,Bantamweight,2.54,0.0,-6,-9,0,0.2,1.0,0.21
Michel Pereira,Khaos Williams,Michel Pereira,Welterweight,-2.54,10.16,-1,-1,-1,0.65,-0.5,-1.76
Marlon Moraes,Rob Font,Rob Font,Bantamweight,-5.08,-10.16,-1,-3,1,-1.83,-0.4,-0.2
Marcin Tybura,Greg Hardy,Marcin Tybura,Heavyweight,5.08,5.08,-3,-2,-2,1.13,-0.1,-1.41
Anthony Pettis,Alex Morono,Anthony Pettis,Welterweight,2.54,0.0,-3,-9,-6,1.91,-0.7,-0.17
Sijara Eubanks,Pannie Kianzad,Pannie Kianzad,Women's Bantamweight,-7.62,2.54,6,1,2,-0.62,0.2,1.66
Deron Winn,Antonio Arroyo,Deron Winn,Catch Weight,22.86,7.62,0,0,0,-1.66,0.3,-3.58
Gillian Robertson,Taila Santos,Taila Santos,Women's Flyweight,-2.54,-12.7,-2,3,2,-1.47,-0.1,0.64
Tafon Nchukwi,Jamie Pickett,Tafon Nchukwi,Middleweight,5.08,7.62,6,-1,3,-4.75,0.4,1.48
Jimmy Flick,Cody Durden,Jimmy Flick,Flyweight,0.0,-2.54,-1,-2,1,1.12,-6.4,1.47
Christos Giagos,Carlton Minus,Christos Giagos,Catch Weight,0.0,10.16,-3,-4,-2,0.62,-0.3,-3.11
Tony Ferguson,Charles Oliveira,Charles Oliveira,Lightweight,2.54,5.08,5,-3,-5,2.24,-1.7,-2.19
Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,Women's Strawweight,-2.54,2.54,5,-3,1,-1.35,-0.2,2.88
Kevin Holland,Jacare Souza,Kevin Holland,Middleweight,-5.08,-22.86,13,10,6,-2.21,0.6,1.36
Junior Dos Santos,Ciryl Gane,Ciryl Gane,Heavyweight,0.0,-10.16,6,11,8,-1.12,-0.6,-0.78
Cub Swanson,Daniel Pineda,Cub Swanson,Featherweight,-2.54,-2.54,-2,-13,-5,-1.23,1.3,0.46
Renato Moicano,Rafael Fiziev,Rafael Fiziev,Lightweight,7.62,2.54,4,3,3,0.73,0.6,0.44
Gavin Tucker,Billy Quarantillo,Gavin Tucker,Featherweight,10.16,10.16,-2,0,0,2.63,0.3,-1.72
Tecia Torres,Sam Hughes,Tecia Torres,Women's Strawweight,10.16,10.16,-3,-8,-4,-0.3,-0.1,-0.68
Chase Hooper,Peter Barrett,Chase Hooper,Featherweight,-7.62,-2.54,13,-2,1,-0.25,-2.2,1.07
Jack Hermansson,Marvin Vettori,Marvin Vettori,Middleweight,-2.54,-7.62,-5,-3,-1,-0.75,0.0,-0.52
Ovince Saint Preux,Jamahal Hill,Jamahal Hill,Light Heavyweight,2.54,-2.54,-8,-17,-10,5.26,-0.6,-1.23
Gabriel Benitez,Justin Jaynes,Gabriel Benitez,Lightweight,-2.54,-7.62,-1,-4,-3,0.46,0.0,-0.18
Roman Dolidze,John Allan,Roman Dolidze,Light Heavyweight,-2.54,-2.54,-5,-1,1,-0.88,1.9,2.54
Louis Smolka,Jose Quinonez,Louis Smolka,Bantamweight,-2.54,2.54,1,-2,-4,-0.84,-1.3,0.97
Matt Wiman,Jordan Leavitt,Jordan Leavitt,Lightweight,-2.54,7.62,-12,-9,-7,-2.24,2.0,1.39
Ilia Topuria,Damon Jackson,Ilia Topuria,Featherweight,10.16,5.08,9,0,1,1.33,-2.1,-3.78
Gian Villante,Jake Collier,Jake Collier,Heavyweight,0.0,5.08,-3,-7,-7,-0.17,0.5,0.22
Anthony Smith,Devin Clark,Anthony Smith,Light Heavyweight,-10.16,-2.54,-2,-4,-4,0.43,-0.6,2.35
Miguel Baeza,Takashi Sato,Miguel Baeza,Welterweight,-10.16,-2.54,2,-1,1,-0.84,-1.1,0.25
Josh Parisian,Parker Porter,Parker Porter,Heavyweight,-10.16,-10.16,4,-2,1,-0.25,-1.7,1.22
Spike Carlyle,Bill Algeo,Bill Algeo,Featherweight,10.16,5.08,4,-1,1,4.4,0.0,-2.24
Ashlee Evans-Smith,Norma Dumont,Norma Dumont,Women's Bantamweight,-2.54,0.0,-3,-3,-3,-3.44,0.0,2.97
Jonathan Pearce,Kai Kamaka,Jonathan Pearce,Featherweight,-12.7,-5.08,-3,0,-1,-3.61,0.0,0.52
Martin Day,Anderson Dos Santos,Anderson Dos Santos,Bantamweight,-12.7,-7.62,3,0,-1,-2.69,-0.2,0.3
Gina Mazany,Rachael Ostovich,Gina Mazany,Women's Flyweight,-7.62,-15.24,-3,0,-2,-0.43,1.3,0.14
Su Mudaerji,Malcolm Gordon,Su Mudaerji,Flyweight,-2.54,-2.54,6,-1,0,-4.38,-1.4,-0.68
Luke Sanders,Nate Maness,Nate Maness,Catch Weight,10.16,12.7,-5,-3,-3,-4.6,-0.4,0.63
Deiveson Figueiredo,Alex Perez,Deiveson Figueiredo,Flyweight,2.54,-7.62,-4,-1,0,1.88,-1.5,1.32
Valentina Shevchenko,Jennifer Maia,Valentina Shevchenko,Women's Flyweight,-2.54,-5.08,0,-5,0,1.02,-0.2,-1.86
Mike Perry,Tim Means,Tim Means,Welterweight,10.16,10.16,7,5,3,0.56,0.2,0.32
Katlyn Chookagian,Cynthia Calvillo,Katlyn Chookagian,Women's Flyweight,-12.7,-10.16,2,-1,-3,0.03,0.8,1.67
Mauricio Rua,Paul Craig,Paul Craig,Light Heavyweight,5.08,0.0,-6,-22,-7,-1.33,0.8,-0.56
Brandon Moreno,Brandon Royval,Brandon Moreno,Flyweight,5.08,-5.08,2,-3,-2,0.9,2.7,-0.69
Joaquin Buckley,Jordan Wright,Joaquin Buckley,Middleweight,10.16,2.54,3,0,-1,3.87,0.0,-0.85
Antonina Shevchenko,Ariane Lipski,Antonina Shevchenko,Women's Flyweight,-5.08,0.0,-10,-1,0,-0.75,-0.1,-0.18
Daniel Rodriguez,Nicolas Dalby,Nicolas Dalby,Welterweight,-5.08,0.0,3,-2,2,-5.29,-0.4,-0.09
Alan Jouban,Jared Gooden,Alan Jouban,Welterweight,0.0,10.16,-12,-7,-5,-4.85,0.0,-0.59
Kyle Daukaus,Dustin Stoltzfus,Kyle Daukaus,Middleweight,-7.62,-2.54,2,0,-1,0.28,1.5,0.95
Louis Cosce,Sasha Palatnikov,Sasha Palatnikov,Welterweight,10.16,2.54,6,-1,0,-13.33,0.0,0.0
Paul Felder,Rafael Dos Anjos,Rafael Dos Anjos,Lightweight,-7.62,0.0,0,9,6,-0.2,0.4,1.57
